web-scraper-order,web-scraper-start-url,address,monthly_rent,unit_type,link-href,images-src
1680719540-2448,https://www.zillow.com/atlanta-ga/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A42.398867%2C%22east%22%3A-70.904137%2C%22south%22%3A33.618653%2C%22west%22%3A-84.671593%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A37211%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A44269%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A26529%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22mapZoom%22%3A5%7D,"880 Briarcliff Terrace | 880 Briarcliff Ter NE, Atlanta, GA","$1,250+ Studio","$1,250+ 1 bd",https://www.zillow.com/b/880-briarcliff-terrace-atlanta-ga-9Ptvgk/,https://photos.zillowstatic.com/fp/cab7442f3c5cad1072ccf2327c972c8a-cc_ft_960.jpg
1680719540-2449,https://www.zillow.com/atlanta-ga/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A42.398867%2C%22east%22%3A-70.904137%2C%22south%22%3A33.618653%2C%22west%22%3A-84.671593%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A37211%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A44269%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A26529%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22mapZoom%22%3A5%7D,"880 Briarcliff Terrace | 880 Briarcliff Ter NE, Atlanta, GA","$1,250+ Studio","$1,250+ 1 bd",https://www.zillow.com/b/880-briarcliff-terrace-atlanta-ga-9Ptvgk/,https://photos.zillowstatic.com/fp/cab7442f3c5cad1072ccf2327c972c8a-cc_ft_960.jpg
1680719547-2455,https://www.zillow.com/atlanta-ga/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A42.398867%2C%22east%22%3A-70.904137%2C%22south%22%3A33.618653%2C%22west%22%3A-84.671593%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A37211%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A44269%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A26529%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22mapZoom%22%3A5%7D,"Ashley Cascade Apartments | 1371 Kimberly Way, Atlanta, GA","$1,289+ 1 bd","$1,349+ 2 bds$1,499+ 3 bds$1,579+ 4 bds",https://www.zillow.com/b/ashley-cascade-apartments-atlanta-ga-5XhtSC/,https://photos.zillowstatic.com/fp/c93b634d98c6f97aa0fd1d7ab41a738e-cc_ft_960.jpg
1680719547-2456,https://www.zillow.com/atlanta-ga/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A42.398867%2C%22east%22%3A-70.904137%2C%22south%22%3A33.618653%2C%22west%22%3A-84.671593%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A37211%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A44269%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A26529%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22mapZoom%22%3A5%7D,"Ashley Cascade Apartments | 1371 Kimberly Way, Atlanta, GA","$1,289+ 1 bd","$1,349+ 2 bds$1,499+ 3 bds$1,579+ 4 bds",https://www.zillow.com/b/ashley-cascade-apartments-atlanta-ga-5XhtSC/,https://photos.zillowstatic.com/fp/7acf3de5c82eb15dd34b6a5523d8ada5-cc_ft_960.jpg
1680719547-2457,https://www.zillow.com/atlanta-ga/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A42.398867%2C%22east%22%3A-70.904137%2C%22south%22%3A33.618653%2C%22west%22%3A-84.671593%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A37211%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A44269%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A26529%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22mapZoom%22%3A5%7D,"Ashley Cascade Apartments | 1371 Kimberly Way, Atlanta, GA","$1,289+ 1 bd","$1,349+ 2 bds$1,499+ 3 bds$1,579+ 4 bds",https://www.zillow.com/b/ashley-cascade-apartments-atlanta-ga-5XhtSC/,https://photos.zillowstatic.com/fp/cf48b72ec30271882262c6da0a9596f6-cc_ft_960.jpg
1680719547-2458,https://www.zillow.com/atlanta-ga/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A42.398867%2C%22east%22%3A-70.904137%2C%22south%22%3A33.618653%2C%22west%22%3A-84.671593%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A37211%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A44269%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A26529%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22mapZoom%22%3A5%7D,"Ashley Cascade Apartments | 1371 Kimberly Way, Atlanta, GA","$1,289+ 1 bd","$1,349+ 2 bds$1,499+ 3 bds$1,579+ 4 bds",https://www.zillow.com/b/ashley-cascade-apartments-atlanta-ga-5XhtSC/,https://photos.zillowstatic.com/fp/cbe97db5226df84a3264bc5e70257f35-cc_ft_960.jpg
1680719547-2459,https://www.zillow.com/atlanta-ga/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A42.398867%2C%22east%22%3A-70.904137%2C%22south%22%3A33.618653%2C%22west%22%3A-84.671593%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A37211%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A44269%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A26529%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22mapZoom%22%3A5%7D,"Ashley Cascade Apartments | 1371 Kimberly Way, Atlanta, GA","$1,289+ 1 bd","$1,349+ 2 bds$1,499+ 3 bds$1,579+ 4 bds",https://www.zillow.com/b/ashley-cascade-apartments-atlanta-ga-5XhtSC/,https://photos.zillowstatic.com/fp/5c72d1eb86713d811773dea4e9e731d3-cc_ft_960.jpg
1680719550-2460,https://www.zillow.com/atlanta-ga/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A42.398867%2C%22east%22%3A-70.904137%2C%22south%22%3A33.618653%2C%22west%22%3A-84.671593%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A37211%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A44269%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A26529%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22mapZoom%22%3A5%7D,"3200 Washington | 3200 Washington St, Jamaica Plain, MA","$2,499+ Studio","$2,994+ 1 bd$3,399+ 2 bds",https://www.zillow.com/b/3200-washington-jamaica-plain-ma-96CsMx/,https://photos.zillowstatic.com/fp/1b493f83abd52077594d7d2e5c549cc8-cc_ft_960.jpg
1680719550-2461,https://www.zillow.com/atlanta-ga/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A42.398867%2C%22east%22%3A-70.904137%2C%22south%22%3A33.618653%2C%22west%22%3A-84.671593%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A37211%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A44269%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A26529%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22mapZoom%22%3A5%7D,"3200 Washington | 3200 Washington St, Jamaica Plain, MA","$2,499+ Studio","$2,994+ 1 bd$3,399+ 2 bds",https://www.zillow.com/b/3200-washington-jamaica-plain-ma-96CsMx/,https://photos.zillowstatic.com/fp/6eeac2cd3a5b1aa61fda860e2ff81bcd-cc_ft_960.jpg
1680719550-2462,https://www.zillow.com/atlanta-ga/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A42.398867%2C%22east%22%3A-70.904137%2C%22south%22%3A33.618653%2C%22west%22%3A-84.671593%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A37211%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A44269%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A26529%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22mapZoom%22%3A5%7D,"3200 Washington | 3200 Washington St, Jamaica Plain, MA","$2,499+ Studio","$2,994+ 1 bd$3,399+ 2 bds",https://www.zillow.com/b/3200-washington-jamaica-plain-ma-96CsMx/,https://photos.zillowstatic.com/fp/b0ead07f4d921974041e98f7b31c3974-cc_ft_960.jpg
1680719550-2463,https://www.zillow.com/atlanta-ga/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A42.398867%2C%22east%22%3A-70.904137%2C%22south%22%3A33.618653%2C%22west%22%3A-84.671593%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A37211%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A44269%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A26529%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22mapZoom%22%3A5%7D,"3200 Washington | 3200 Washington St, Jamaica Plain, MA","$2,499+ Studio","$2,994+ 1 bd$3,399+ 2 bds",https://www.zillow.com/b/3200-washington-jamaica-plain-ma-96CsMx/,https://photos.zillowstatic.com/fp/192d8584c95444420678a3174eca1d34-cc_ft_960.jpg
1680719550-2464,https://www.zillow.com/atlanta-ga/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A42.398867%2C%22east%22%3A-70.904137%2C%22south%22%3A33.618653%2C%22west%22%3A-84.671593%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A37211%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A44269%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A26529%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22mapZoom%22%3A5%7D,"3200 Washington | 3200 Washington St, Jamaica Plain, MA","$2,499+ Studio","$2,994+ 1 bd$3,399+ 2 bds",https://www.zillow.com/b/3200-washington-jamaica-plain-ma-96CsMx/,https://photos.zillowstatic.com/fp/9c8125ba9741a95566b566c9dd0ab293-cc_ft_960.jpg
1680719555-2465,https://www.zillow.com/atlanta-ga/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A42.398867%2C%22east%22%3A-70.904137%2C%22south%22%3A33.618653%2C%22west%22%3A-84.671593%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A37211%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A44269%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A26529%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22mapZoom%22%3A5%7D,"Locomotive Lofts | 4840 Harrison St, Pittsburgh, PA","$1,750+ 1 bd","$2,285+ 2 bds",https://www.zillow.com/b/locomotive-lofts-pittsburgh-pa-5YWpgt/,https://photos.zillowstatic.com/fp/7f58eb25475307f5963fa35651812c2a-cc_ft_960.jpg
1680719555-2466,https://www.zillow.com/atlanta-ga/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A42.398867%2C%22east%22%3A-70.904137%2C%22south%22%3A33.618653%2C%22west%22%3A-84.671593%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A37211%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A44269%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A26529%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22mapZoom%22%3A5%7D,"Locomotive Lofts | 4840 Harrison St, Pittsburgh, PA","$1,750+ 1 bd","$2,285+ 2 bds",https://www.zillow.com/b/locomotive-lofts-pittsburgh-pa-5YWpgt/,https://photos.zillowstatic.com/fp/4e022558e11346ae515e7004667c99b7-cc_ft_960.jpg
1680719555-2467,https://www.zillow.com/atlanta-ga/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A42.398867%2C%22east%22%3A-70.904137%2C%22south%22%3A33.618653%2C%22west%22%3A-84.671593%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A37211%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A44269%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A26529%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22mapZoom%22%3A5%7D,"Locomotive Lofts | 4840 Harrison St, Pittsburgh, PA","$1,750+ 1 bd","$2,285+ 2 bds",https://www.zillow.com/b/locomotive-lofts-pittsburgh-pa-5YWpgt/,https://photos.zillowstatic.com/fp/bd3f406a5a304fa917c7bb85eb51d343-cc_ft_960.jpg
1680719555-2468,https://www.zillow.com/atlanta-ga/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A42.398867%2C%22east%22%3A-70.904137%2C%22south%22%3A33.618653%2C%22west%22%3A-84.671593%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A37211%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A44269%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A26529%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22mapZoom%22%3A5%7D,"Locomotive Lofts | 4840 Harrison St, Pittsburgh, PA","$1,750+ 1 bd","$2,285+ 2 bds",https://www.zillow.com/b/locomotive-lofts-pittsburgh-pa-5YWpgt/,https://photos.zillowstatic.com/fp/3ab88501459173904ee35d6e4c870b71-cc_ft_960.jpg
1680719555-2469,https://www.zillow.com/atlanta-ga/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A42.398867%2C%22east%22%3A-70.904137%2C%22south%22%3A33.618653%2C%22west%22%3A-84.671593%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A37211%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A44269%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A26529%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%2C%22mapZoom%22%3A5%7D,"Locomotive Lofts | 4840 Harrison St, Pittsburgh, PA","$1,750+ 1 bd","$2,285+ 2 bds",https://www.zillow.com/b/locomotive-lofts-pittsburgh-pa-5YWpgt/,https://photos.zillowstatic.com/fp/fe18fb41c6b9409dcac3add759782f39-cc_ft_960.jpg
