id,ScrapperOrder,Link,ApartmentName,Address,RentStudio,Rent1BD,Rent2BDS,Rent3BDS,Rent4BDS,Rent5BDS,Images
89,1680719996-2931,https://www.zillow.com/b/modera-old-ivy-atlanta-ga-C6cqmv/,Modera Old Ivy ," 3651 Lenox Rd NE, Atlanta, GA","1,760","2,070","2,565","3,105",0,0,"https://photos.zillowstatic.com/fp/952a7695635f0d19c65d3916c5c81234-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/c9594a9a40995e5caa60138dc4734993-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/230d388ab685acc095a8a83e503b29e8-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/4bf5aa23460521ce8695d91bb6fffb0b-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/5ae7d123e55af11b629fabe9bd8c523e-cc_ft_960.jpg"
90,1680720003-2941,https://www.zillow.com/b/3005-buckhead-atlanta-ga-5Xph7H/,3005 Buckhead ," 3005 Peachtree Rd NE, Atlanta, GA","1,731","1,956","2,534","3,825",0,0,"https://photos.zillowstatic.com/fp/166282c1def0d812b2260c76ab8ca29a-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/0a0637fe1f7aafbc6e498862c7cb6916-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/850fd2e39551c093d9f93a221b310d9f-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/c412c53005dd09def8b2830b3f283f17-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/9926595727271cddc4055f92ecc6e1a6-cc_ft_960.jpg"
91,1680720005-2946,https://www.zillow.com/b/iris-o4w-atlanta-ga-9Pv2RG/,Iris O4W ," 652 Angier Ave NE, Atlanta, GA","1,980","2,289","3,365",0,0,0,"https://photos.zillowstatic.com/fp/f20999722421f7d8d872124fbe29b0b5-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/1f290532c234209b87747ef43148b9b3-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/87d62a0f7673796516d2e8ca34339eee-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/411d4c6eb54d0b35f4fe0dafe21d1596-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/3ebc60679953b31373e2a348a0f6aeb9-cc_ft_960.jpg"
92,1680720008-2951,https://www.zillow.com/b/the-maverick-townhomes-atlanta-ga-C6qSNM/,The Maverick Townhomes ," 45 Boynton Ave SE, Atlanta, GA",0,0,0,"3,400",0,0,"https://photos.zillowstatic.com/fp/e753875dab7fa247c66aa384239fcc10-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/0dbf7ecfc31635d242fd3ae2f7fb673f-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/9a67c9309dfe83f05db639674aa910f0-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/6ba3524b742bafc0298b9bae6c9be64e-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/8175f82c5c3a83a7ff1930078b9a0c5e-cc_ft_960.jpg"
93,1680720011-2956,https://www.zillow.com/b/amli-westside-atlanta-ga-9Pvcz6/,AMLI Westside ," 1084 Howell Mill Rd NW, Atlanta, GA","1,495","1,751","2,550",0,0,0,"https://photos.zillowstatic.com/fp/7b9e968b03fa4e0d52f63d7ab1f95ffb-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/b2a609c4ceccc3c88037ea1ab32081f6-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/a8c05e174199c55dd039f2921d165961-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/893e799348ecdd878a6085f106f8b3d1-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/688ee2020989ddd831300050b8073e4b-cc_ft_960.jpg"
94,1680720014-2961,https://www.zillow.com/b/95-saint-boston-ma-B9dxZ2/,95 Saint ," 95 Saint Alphonsus St, Roxbury Crossing, MA","3,464","4,699",0,0,0,0,"https://photos.zillowstatic.com/fp/3ce1048b943e605eb1af7d5868d0a740-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/db463e2854641f6d1d682ad87be7bbd9-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/3e5f9e1245adb3298a078e6e7d40a9cd-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/7fba516e05f8d9d21a021467026e83a7-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/86f816efca1c7521e65fd144a2d1aef9-cc_ft_960.jpg"
95,1680720017-2966,https://www.zillow.com/b/kaufmann%27s-pittsburgh-pa-B75ZTC/,Kaufmann's ," 434 5th Ave, Pittsburgh, PA","1,460","1,720","2,825",0,0,0,"https://photos.zillowstatic.com/fp/55be485032b9275f850c0170b6871d34-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/192a25cf2ebdf1c9e3f411db507125f2-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/d94babc40ae9e93ab5a01c2b491da208-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/55be485032b9275f850c0170b6871d34-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/49356537ced1d8e38eab6170d2678ea7-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/54e5786f8066915940162f2138732531-cc_ft_960.jpg"
96,1680717692-2119,https://www.zillow.com/b/ava-fort-greene-brooklyn-ny-5Xqbqr/,AVA Fort Greene ," 343 Gold St, Brooklyn, NY","3,417","3,803","5,635","7,307",0,0,"https://photos.zillowstatic.com/fp/e23b058181a8cab777d3d64a10cdef4a-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/128d3a3179e9ee1caf176a3869b204d8-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/9af24a9515df8f387274f7ca746ac169-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/b06775f508a2395d04b028c03bde19e0-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/e690fd01c0c4d2c931225f2ad03f51a3-cc_ft_960.jpg"
97,1680717694-2124,https://www.zillow.com/b/watermark-lic-long-island-city-ny-BY9C3C/,Watermark LIC ," 27-19 44th Dr, Long Island City, NY","3,281",0,0,0,0,0,"https://photos.zillowstatic.com/fp/a8ecf2c1e763f1db98f397533d65fab2-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/820783b08523763e8559be3c2491168d-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/3ca0ebd7ecfd3d488fa482f298832479-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/058ec7a268b82d87e3ed3f94c0a4adb4-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/15505479a45d5fa06ba47d11d2aef192-cc_ft_960.jpg"
98,1680717697-2129,https://www.zillow.com/b/avalon-morningside-park-new-york-ny-5XTGpQ/,Avalon Morningside Park ," 1 Morningside Dr, New York, NY","4,034","4,535","6,715","7,790",0,0,"https://photos.zillowstatic.com/fp/8966ebc70117d6f8036c4e12b158abd7-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/96bfd2f125e03d98b78641800d5927db-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/93536e7a70d24d6e1645cf6b07d36c06-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/b68eeb5faccdcbaf9c25a0e96214cdb1-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/b7b35a6dd3eb93e89ba56ce23abb2299-cc_ft_960.jpg"
99,1680717699-2134,https://www.zillow.com/b/two-lincoln-square-manhattan-ny-9gpqwm/,Two Lincoln Square ," 60 W 66th St, New York, NY",0,"4,523",0,0,0,0,"https://photos.zillowstatic.com/fp/b7efcaf4b7b46862f1f07910f663c1f3-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/ea586158e94bca57262cb7ef1c3e0cda-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/1f41b306db586476048f047c7344abd2-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/0864b2ac027aa5d981f40a34d759b33b-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/1cc3759928485730cbb4b66679399774-cc_ft_960.jpg"
100,1680717702-2139,https://www.zillow.com/b/the-ashley-new-york-ny-5Xj4Ns/,The Ashley ," 400 W 63rd St, New York, NY","3,565","4,325",0,"8,975",0,0,"https://photos.zillowstatic.com/fp/23d2a3f6d36712a1ee52171797eb39f7-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/2f9fc037ab5033bfa8906819cecee912-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/0c7d01e39ed8e985a51e7da22fdbbdc5-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/eae97330f2a8f0b72a03ad426c02a763-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/89b33e049a762a18ed685de388878509-cc_ft_960.jpg"
101,1680717704-2144,https://www.zillow.com/b/avalon-west-chelsea-new-york-ny-26W5/,Avalon West Chelsea ," 282 11th Ave, New York, NY","3,916","4,819","7,820",0,0,0,"https://photos.zillowstatic.com/fp/a9c02f1e4e72cb8d51d59822f30a60cf-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/d7355ad03e77b56789d73e9706db3ecd-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/58b62d4662097105e3d9fa7ee1c708cd-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/33b71434823d71fc6e39f2b03dcc9023-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/967c8da0ae1516be5a5537973507b766-cc_ft_960.jpg"
102,1680717707-2149,https://www.zillow.com/b/one-blue-slip-brooklyn-ny-BLxDrJ/,One Blue Slip ," 1 Blue Slip, Brooklyn, NY","3,155","4,040","6,540",0,0,0,"https://photos.zillowstatic.com/fp/dc5346c95dc54f2af063691cee8d0b99-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/ed7f31d66e33833d76480c3e124d19ea-cc_ft_960.jpg"
103,1680717710-2151,https://www.zillow.com/b/the-bellslip-brooklyn-ny-C5rsn3/,THE BELLSLIP ," 1 Bell Slip, Brooklyn, NY","3,025","4,114","6,760",0,0,0,"https://photos.zillowstatic.com/fp/b4f4a9553105f2f451bc4986928abbc1-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/c39a5d8272592aa8b452d8c636cbb459-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/f4d2603cad2e18bac835b7933d9a296d-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/ce7ad4dda8ec4cb8ac1aafca901dddd3-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/ab66a5dd2176c2d11cc346ee86a495b0-cc_ft_960.jpg"
104,1680717713-2156,https://www.zillow.com/b/oriana-new-york-ny-5XWNCh/,Oriana ," 420 E 54th St, New York, NY","3,918","4,872","6,060","11,838",0,0,"https://photos.zillowstatic.com/fp/c9a5be2a9f196631543601a648af4473-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/7f2973dbe7ff57357a7579c3b4fb06f4-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/7ed22841ea057766bfc57100070b584f-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/02b613567a1295aee4d442887e495957-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/83ff37bc93d589cbc457c4e02a3a0b8b-cc_ft_960.jpg"
105,1680717716-2161,https://www.zillow.com/b/two-blue-slip-brooklyn-ny-BW4qmH/,Two Blue Slip ," 2 Blue Slip, Brooklyn, NY","3,367","4,355","6,380",0,0,0,"https://photos.zillowstatic.com/fp/eeda582ab67a88c87b4453f2ef33536c-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/eb773cfee71ba552192c7276956290b0-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/f268174e7901fbfdabdcb12645c2513e-cc_ft_960.jpg"
106,1680717719-2164,https://www.zillow.com/b/95-wall-new-york-ny-5XSsMP/,95 Wall ," 95 Wall St, New York, NY","3,336","4,191","6,561",0,0,0,"https://photos.zillowstatic.com/fp/39db1832519a9c3c8fe50d2f7a1292d8-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/1a59715068055263c5a0f9c1d6807f54-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/07495ee148772994dbf095d3a73d4554-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/0c1afdcbeb7e151c22c84d9115a930eb-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/92d9b5b81741db0fc159bbfbdd6b116d-cc_ft_960.jpg"
107,1680717724-2174,https://www.zillow.com/b/ava-dobro-brooklyn-ny-39Ct/,AVA DoBro ," 100 Willoughby St, Brooklyn, NY","3,174","3,797","5,225","7,171",0,0,"https://photos.zillowstatic.com/fp/c27077a52fea660d4d845f16a6b5c325-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/226475f696773b520283b17a38426a9b-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/f1d27f30735ada2f10971dc3f7c2fbd2-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/227e16fe19aafd012384fd026a129a4a-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/b3474d0b5378ca3b0dd1f1dc2f9095da-cc_ft_960.jpg"
108,1680717726-2179,https://www.zillow.com/b/ava-high-line-new-york-ny-4MH7/,AVA High Line ," 525 W 28th St, New York, NY",0,"4,755","6,790",0,0,0,"https://photos.zillowstatic.com/fp/593abecd0fac595b7d3709a8300f5127-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/ea9c74ac503524d66afe98ecc372e171-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/66cc8d3d55ee3075d63ef667d35d3f5e-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/99e47ec036ede4beb482fe2070be2ed2-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/b9440b56e06c72d8957b0ba52bd7562e-cc_ft_960.jpg"
109,1680717729-2184,https://www.zillow.com/b/alta-by-common-long-island-city-ny-BK6Wsx/,ALTA by Common ," 2922 Northern Blvd, Long Island City, NY","1,650",0,0,0,0,0,"https://photos.zillowstatic.com/fp/7701f70d55f7c00371c84e5403fbc7a0-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/106c2e36b70cd87bd06650840ec425f5-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/d4e36067e5f09f2b266fd34ce4ac52d5-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/cbf90240015c7bb8a4e5e7414c24016f-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/98c907a5ecd26faf903fb6f243c9d46e-cc_ft_960.jpg"
110,1680717732-2189,https://www.zillow.com/b/avalon-riverview-long-island-city-ny-5XXp2M/,Avalon Riverview ," 475 48th Ave, Long Island City, NY","2,965","3,705","5,275","12,300",0,0,"https://photos.zillowstatic.com/fp/8cb5744f642f0580298d3b76a55ede70-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/a2f13d72731a39fa3c5ca049838dc2ec-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/4ab6389afb21e777294ee0965393caa9-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/b536f20a1ac89688b5f06d945e525abd-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/ba7817e6925b0b58864ed8a4de70cabf-cc_ft_960.jpg"
111,1680717737-2199,https://www.zillow.com/b/third-at-bankside-bronx-ny-97T6xw/,Third at Bankside ," 2401 3rd Ave, Bronx, NY","2,832","2,966","4,232",0,0,0,"https://photos.zillowstatic.com/fp/012b4fa7181a593535364de905415993-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/a985b4d2a0bdfdbb1862c4e8ece1cc9a-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/82344684d0e9091b3316f356802f1fc2-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/88c64894487b427176e86e5538e4f372-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/0c1b224a275cb5d9181468dc0f6385b6-cc_ft_960.jpg"
112,1680717739-2204,https://www.zillow.com/b/363-bond-street-brooklyn-ny-3DTS/,363 Bond Street ," 363 Bond St, Brooklyn, NY",0,"3,665",0,0,0,0,"https://photos.zillowstatic.com/fp/29dab2915372cb8353cc415483ce18b3-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/9cec9b44695c2d08bb608fe134c35c07-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/d28beb24842292733b4fe3fefb8f5756-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/26cc5a6529c25ccaad93a4d3d35973d3-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/5d41f33693b6a125754f429c7925b716-cc_ft_960.jpg"
113,1680717742-2209,https://www.zillow.com/b/the-brooklyner-brooklyn-ny-5XrT9T/,The Brooklyner ," 111 Lawrence St, Brooklyn, NY","2,916","3,561","5,185",0,0,0,"https://photos.zillowstatic.com/fp/8a441d09513b76201c9b9c6196016b03-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/a42cc03fc9a6255c06660d6101e72042-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/26dc5f13db15da76e1cf4e4f2c92369b-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/cfe6dab86e4031f398b40463077bebdc-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/d84ba89f6ccfddfd46a42ec187f539cd-cc_ft_960.jpg"
114,1680717745-2214,https://www.zillow.com/b/180-montague-brooklyn-ny-5XyZr5/,180 Montague ," 180 Montague St, Brooklyn, NY","3,231","3,761","6,349",0,0,0,"https://photos.zillowstatic.com/fp/2d6f02db58a86f99b38468a3034fd172-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/996168a955f8ebdd179ee67ab288cc1a-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/ffd64c030707b09dfa39f6e377a6ffa7-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/7b44d477002b7c59354e5bce1282b452-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/42462fbae7ffd2290f70bdef3ed4ff3d-cc_ft_960.jpg"
115,1680717747-2219,https://www.zillow.com/b/beatrice-manhattan-ny-5XY24b/,Beatrice ," 105 W 29th St, New York, NY","4,404","5,261","7,899",0,0,0,"https://photos.zillowstatic.com/fp/b08f54149ccf327b70bab2c2e6dcb48e-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/993af935d535b484719ca98a1cb06ba2-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/8ed95b7d0560fd036487f5e913c2895c-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/f8f8eda41fcba42ff2faf27a3077d645-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/3827b4f1d5bb3d4e078cebc91ee7abf0-cc_ft_960.jpg"
116,1680717750-2224,https://www.zillow.com/b/alvista-rise-jamaica-ny-C64Xjv/,Alvista Rise ," 147-25 94th Ave, Jamaica, NY","2,000","2,300","2,750",0,0,0,"https://photos.zillowstatic.com/fp/b71a57e7b2d6089e7b21e070a58b18d4-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/1d1fe6757fed979b501a61658e341af4-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/00614db4a34132ad92a5f996a71015cd-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/56e21879815c58c20a4dec878e30697f-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/c4667aecc46d4a0631875df0fe9a69e4-cc_ft_960.jpg"
117,1680717753-2229,https://www.zillow.com/b/noonan-towers-bronx-ny-5wMvFr/,Noonan Towers ," 939 Woodycrest Ave, Bronx, NY",0,"1,581",0,0,0,0,"https://photos.zillowstatic.com/fp/169bd8d55690d5f499b0b87576584bc5-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/e280cd38faa6b9f054e1607cae686a58-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/f9d281118d0c6067daaeb9be4fb0a3da-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/879aae90a80a771d42e8ae39a2fabfd3-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/f66c8716cd27fc3394e6f1ac49070f7e-cc_ft_960.jpg"
118,1680717755-2234,https://www.zillow.com/b/ocean-drive-brooklyn-ny-BdxsGq/,Ocean Drive ," 1 Ocean Dr, Brooklyn, NY","2,478","2,800","3,329",0,0,0,"https://photos.zillowstatic.com/fp/2aa2e914da0a370ad33539a9df5a64bf-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/7ff66fa1acfa74f0b7600b8a043327fb-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/199fe66ef49a05e40492b1044af0bbe6-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/5ac694653b5983fa1eea8441a35fec31-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/5444c767cbb8deaa3be14f36cf066da3-cc_ft_960.jpg"
119,1680717758-2239,https://www.zillow.com/b/the-westmont-manhattan-ny-5XjXRH/,The Westmont ," 730 Columbus Ave, New York, NY",0,"4,180","6,845","8,655",0,0,"https://photos.zillowstatic.com/fp/ab1dcb9187a54a2371ac766dc5a5290a-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/f48bebc54569244292a56cbf88ac0c40-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/dbd0fd33b813aedafc34b96242e87fbc-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/74389590c47d7c52331860c6f642b4b3-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/20b2ffd7f26635c12a372a5249a86ab4-cc_ft_960.jpg"
120,1680717760-2244,https://www.zillow.com/b/columbus-square-new-york-ny-5XTGhj/,Columbus Square ," 808 Columbus Ave, New York, NY","3,472","4,305","5,796",0,0,0,"https://photos.zillowstatic.com/fp/3c5253892469c6b361a3ef60786feff9-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/d77e581afc93679058961211a8df5540-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/c4083968ebe9f87948dabdb7ae00f6df-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/6919ca544654065fa0b41a15e011505c-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/450911973f139eb4475196f7963651e0-cc_ft_960.jpg"
121,1680717763-2249,https://www.zillow.com/b/gateway-new-york-ny-5XjY8c/,Gateway ," 389 S End Ave, New York, NY","3,500","4,120","6,035",0,0,0,"https://photos.zillowstatic.com/fp/f669ca5fae39e50ff135fcff4f1f5a14-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/068dcac21de105fb6fe1bc72030b7ea2-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/c62c23735ad832513827c87ace225991-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/33d11dff020f89f10a58692ed3851c9e-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/305decb35559fb3a688bbca22ce4d1bf-cc_ft_960.jpg"
122,1680717766-2254,https://www.zillow.com/b/parkside-manor-jamaica-ny-97j2sW/,Parkside Manor ," 14831 90th Ave, Jamaica, NY","1,970","2,270","2,900",0,0,0,"https://photos.zillowstatic.com/fp/edbf053a16fa4a39a3bd581391ba0d62-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/d75e9af6961f6a15ed4df59beecf1a39-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/8f73ccce4c7611ee9f90160014d1b0c0-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/edbf053a16fa4a39a3bd581391ba0d62-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/80f984a8315da06743c18c6b6b9c6018-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/beeadeaf4ca0f66b82b1acd1fdef3188-cc_ft_960.jpg"
123,1680717769-2260,https://www.zillow.com/b/10-hanover-square-new-york-ny-5hC6r4/,10 Hanover Square ," 10 Hanover Sq, New York, NY","3,366","4,284","7,117",0,0,0,"https://photos.zillowstatic.com/fp/2af3de4b25cce04aa83771e5fee1273e-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/a8b4fe50377c1465d3ba9645000bfdc8-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/253f91ef282e3056b5a0c5106e199339-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/ddf3d50bec6b7728bff64319f2f2fe50-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/40c50d787a56f463ec912cc7b04c48bd-cc_ft_960.jpg"
124,1680717771-2265,https://www.zillow.com/b/atlas-new-york-manhattan-ny-27nq/,Atlas New York ," 66 W 38th St, New York, NY","3,775","4,695","7,595",0,0,0,"https://photos.zillowstatic.com/fp/54f0908e23799b4a8a5bee3ce313de10-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/ab3dbe8281543a0ea71a3713e2273e8a-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/c51019099ea75ced7a56971cb0dd53aa-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/2a3ab278f70544d6441f4306153cc7e5-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/e3c1a9c3a4b5dc734bf7da80c9b5edd1-cc_ft_960.jpg"
125,1680717774-2270,https://www.zillow.com/b/the-century-bronx-ny-37XF/,The Century ," 2600 Netherland Ave, Bronx, NY",0,"2,400",0,0,0,0,"https://photos.zillowstatic.com/fp/52b4ab4c1c834d971a10f42f58f7c082-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/bdc8911a8fe989c6259b6971781acc28-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/48320a436cb215798b4900dba63b49f5-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/97984bd26000caa54c96568392f8a508-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/0f49b637c527d59898862587eef8979c-cc_ft_960.jpg"
126,1680717776-2275,https://www.zillow.com/b/hillside-place-jamaica-ny-5Y2yqx/,Hillside Place ," 8750 167th St, Jamaica, NY","1,650","2,099","2,499",0,0,0,"https://photos.zillowstatic.com/fp/07aa2ce3f7e659e978e9820115ae0802-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/8ac39ad03357d411f4a31c2d17e9be18-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/1f09e2dddea65339829116e1b1d54e68-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/cee867d18d4261b3ef1db62d27e43b09-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/af9ce4c3d4678cd9a981ad8b1ff4e2e1-cc_ft_960.jpg"
127,1680717779-2280,https://www.zillow.com/b/140-60-beech-llc-flushing-ny-9h7wgW/,140-60 Beech LLC ," 140-60 Beech Ave, Flushing, NY","1,700","2,000","2,599",0,0,0,"https://photos.zillowstatic.com/fp/aff2fd719401677c777d8448b635b483-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/e8d681e769dce5fc5f09a53259fd10c7-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/4e2c458acfab388964be24c0fdcbaf49-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/21fddf4aba3af07ff4fb19a78896b629-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/3432317f957c20288f6ac7a35725b47c-cc_ft_960.jpg"
128,1680717782-2285,https://www.zillow.com/b/wavecrest-gardens-far-rockaway-ny-97knd2/,Wavecrest Gardens ," 20-10 Seagirt Blvd, Far Rockaway, NY","1,525","1,899","2,199",0,0,0,"https://photos.zillowstatic.com/fp/5e2d155e3c9bc044dd35b0179a5e96e7-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/17a244ed97971ad47d744341384cf25d-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/15c0f93bc64b992d6f57a86675836a2e-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/51b51ce391d18d6b14b583e80497c4e2-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/f2411fb41576358d4870704de5d67b73-cc_ft_960.jpg"
